title,authors,average_rating,isbn,isbn13,publication_date,publisher
The Sot-Weed Factor,John Barth,4.09,1903809509,9781903809501,3/1/2005,Atlantic Books (UK)
William Shakespeare’s: Romeo and Juliet (Shakespeare Retellings  #4),Bruce Coville/Dennis Nolan,3.97,0803724624,9780803724624,10/1/1999,Dial Books
Billy Budd  marin,Herman Melville,3.12,2070709043,9782070709045,5/14/1987,Gallimard
Savannah Blues (Weezie and Bebe Mysteries  #1),Mary Kay Andrews,3.99,0060519134,9780060519131,7/10/2012,Harper Paperbacks
The Dive from Clausen's Pier,Ann Packer,3.42,0749933631,9780749933630,3/27/2003,Piatkus
Mr. Maybe,Jane Green,3.45,0767905202,9780767905206,6/11/2002,Broadway Books
Midnight's Children,Salman Rushdie,3.98,0099578514,9780099578512,5/1/1995,Vintage
A Bend in the River,V.S. Naipaul,3.77,0330487140,9780330487146,5/10/2002,Picador USA
Embrace,Mark Behr,3.8,0349113009,9780349113005,2/1/2001,Little  Brown Book Group
Angela's Ashes,Frank McCourt,4.11,0007718721,9780007718726,12/17/1998,Simon & Schuster
Atlas Shrugged,Ayn Rand/Leonard Peikoff,3.69,0452011876,9780452011878,8/1/1999,Plume
The Ruined Map,Kōbō Abe/E. Dale Saunders,3.55,0375726527,9780375726521,12/4/2001,Vintage
Pinky Pye (The Pyes  #2),Eleanor Estes/Edward Ardizzone,3.86,0152025650,9780152025656,9/1/2000,HMH Books for Young Readers
O Cavalo e o Seu Rapaz (As Crónicas de Nárnia  #3),C.S. Lewis/Pauline Baynes/Ana Falcão Bastos,3.92,9722330551,9789722330558,8/15/2003,Editorial Presença
Far to Go (Margaret Thursday  #2),Noel Streatfeild,3.81,0440424941,9780440424949,2/1/1986,Yearling
A Dirty Job (Grim Reaper  #1),Christopher Moore,4.07,0060590270,9780060590277,3/21/2006,William Morrow
Borges and The Eternal Orangutans,Luis Fernando Verissimo/Margaret Jull Costa,3.81,081121592X,9780811215923,5/17/2005,New Directions
Love Smart: Find the One You Want--Fix the One You Got,Phillip C. McGraw,3.56,0743272099,9780743272094,12/6/2005,Free Press
The Firefly,P.T. Deutermann,3.77,0312994818,9780312994815,11/30/2004,St. Martin's Paperbacks
Shutting Out the Sky: Life in the Tenements of New York  1880-1924,Deborah Hopkinson,4.05,0439375908,9780439375900,10/1/2003,Orchard Books
The Deeper Meaning of Liff,Douglas Adams/John Lloyd,3.93,0307236013,9780307236012,4/19/2005,Three Rivers Press
The Art of Shakespeare's Sonnets,Helen Vendler,4.3,0674637127,9780674637122,11/1/1999,Belknap Press of Harvard University Press
Three Prophetic Science Fiction Novels,H.G. Wells/E.F. Bleiler,3.86,0844631515,9780844631516,12/31/1975,Peter Smith Publisher  Inc.
The Annotated Charlotte's Web,E.B. White/Garth Williams/Peter F. Neumeyer,4.17,0060882603,9780060882600,10/31/2006,HarperCollins
Carrie / 'Salem's Lot / The Shining,Stephen King,4.54,0517219026,9780517219027,7/2/2002,Wings
The Crack-Up,F. Scott Fitzgerald/Edmund Wilson,3.92,0811212475,9780811212472,4/30/2003,New Directions Publishing Corporation
The Karma Of Brown Folk,Vijay Prashad,4.1,0816634394,9780816634392,3/12/2001,Univ Of Minnesota Press
No Cherubs for Melanie,James  Hawkins,4.0,1550023926,9781550023923,10/1/2002,Dundurn
La fortaleza digital,Dan Brown/Eduardo García Murillo,3.65,8489367019,9788489367012,2/1/2006,Umbriel
The Prince Kidnaps a Bride (Lost Princesses  #3),Christina Dodd,3.79,0060561181,9780060561185,11/28/2006,Avon
Nemesis (Miss Marple  #12),Agatha Christie,3.85,0451200187,9780451200181,5/1/2000,Signet
The Turn of the Screw,Henry James/Peter G. Beidler,3.43,0312406916,9780312406912,11/6/2003,Bedford Books
At the Edge of the World (Crispin  #2),Avi,3.69,078685152X,9780786851522,8/8/2006,Little  Brown Books for Young Readers
The Rediscovery of North America,Barry  Lopez,4.06,0679740996,9780679740995,9/1/1992,Vintage
The Death and Life of Sylvia Plath,Ronald Hayman,3.67,0750934220,9780750934220,7/24/2003,Sutton
Ride the Moon Down,Terry C. Johnston,4.15,0553572822,9780553572827,7/6/1999,Bantam
Music in the Night (Logan  #4),V.C. Andrews,3.85,067153467X,9780671534677,3/1/1998,Pocket Books
Dear John,Nicholas Sparks,4.03,0446528056,9780446528054,10/30/2006,Warner Books (NY)
The Age of Grief,Jane Smiley,3.81,0385721870,9780385721875,6/11/2002,Anchor
The Medium is the Massage,Marshall McLuhan/Quentin Fiore/Jerome Agel,3.94,1584230703,9781584230700,8/1/2001,Gingko Press
Cromartie High School  Vol. 02,Eiji Nonaka/Brendan Frayne,4.19,1413902588,9781413902587,6/14/2005,ADV Manga
A Dance At The Slaughterhouse (Matthew Scudder  #9),Lawrence Block,4.18,0380813734,9780380813735,7/3/2000,Harper Paperbacks
Star Wars: Knights of the Old Republic  Vol. 1: Commencement (Star Wars: Knights of the Old Republic  #1),John Jackson Miller/Travis Charest/Michael Atiyeh/Brian Ching/Travel Foreman,4.07,1593076401,9781593076405,12/5/2006,Dark Horse Comics
Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka/Julia Chinyere Oparah,4.17,0896087646,9780896087644,8/1/2006,South End Press
Leonardo on Painting: An Anthology of Writings by Leonardo da Vinci; With a Selection of Documents Relating to his Career as an Artist,Leonardo da Vinci/Martin Kemp,4.17,0300090951,9780300090956,8/11/2001,Yale University Press
The Last Night of Ballyhoo,Alfred Uhry,3.71,1559361409,9781559361408,10/1/1997,Theatre Communications Group
The Schopenhauer Cure,Irvin D. Yalom,4.22,0060938102,9780060938109,1/3/2006,Harper Perennial Modern Classics
Smart Love,Martha Heineman Pieper/William J. Pieper,3.91,1558321829,9781558321823,5/1/2001,Harvard Common Press
The White Lioness (Kurt Wallander  #3),Henning Mankell/Laurie Thompson,3.84,0099464691,9780099464693,9/4/2003,Vintage
El laberinto,Kate Mosse/Claudia Conde,3.57,8408065874,9788408065876,1/1/2006,Planeta Publishing
The Apple that Astonished Paris,Billy Collins,4.2,155728024X,9781557280244,2/1/1999,University of Arkansas Press
Hasta que te encuentre,John Irving/Carlos Milla Soler,3.63,8483103311,9788483103319,5/1/2006,TusQuets
John Carter of Mars (Barsoom #11),Edgar Rice Burroughs,3.82,0345329554,9780345329554,7/12/1985,Del Rey
Gain,Richard Powers,3.77,0099284464,9780099284468,11/1/2001,Vintage
The Normans in Sicily: The Normans in the South 1016-1130 and the Kingdom in the Sun 1130-1194,John Julius Norwich,4.34,0140152121,9780140152128,9/1/2004,Penguin Global
One Writer's Beginnings,Eudora Welty,4.06,0674639278,9780674639270,7/21/1998,Harvard University Press
Ficciones,Jorge Luis Borges/Gordon Botherston/Peter Hulme,4.45,1853995908,9781853995903,12/9/1999,BCP/Duckworth Publishing
A Birthday for Frances,Russell Hoban/Lillian Hoban,4.24,0099432447,9780099432449,6/6/2002,Harper Collins
犬夜叉 12,Rumiko Takahashi,4.25,4091255825,9784091255822,9/18/1999,小学館
A Secret Splendor,Erin St. Claire/Sandra Brown,3.66,1551660954,9781551660950,1/1/1996,Mira (Mills and Boon)
A Whole New Light,Sandra Brown,3.55,055329783X,9780553297836,8/26/2008,Bantam (Fanfare Imprint)
The Nightmare Room: The Nightmare Begins! (The Nightmare Room  #1-3),R.L. Stine,3.88,0060766743,9780060766740,5/24/2005,HarperCollins
Master and Commander (Aubrey/Maturin Book 1),Patrick O'Brian,4.1,073931565X,9780739315651,3/9/2004,Random House Audio
Escape: The Love Story from Whirlwind,James Clavell,3.63,0340654163,9780340654163,7/1/1999,Hodder & Stoughton
Redburn / White-Jacket / Moby-Dick,Herman Melville/G. Thomas Tanselle,4.2,0940450097,9780940450097,4/15/1983,Library of America
In the Footsteps of Mr. Kurtz: Living on the Brink of Disaster in Mobutu's Congo,Michela Wrong,3.99,0060934433,9780060934439,5/28/2002,Harper Perennial
The First Philosophers: The Presocratics and Sophists,Robin Waterfield/Anaximander/Anaximenes/Empedocles/Gorgias of Leontini/Heraclitus/Parmenides/Protagoras/Pythagoras/Thales/Thrasymachus/Zeno of Elea,3.95,0192824546,9780192824547,11/30/2000,Oxford University Press
Moonraker,Ian Fleming,3.74,0141187565,9780141187563,6/3/2004,Penguin Books  Limited (UK)
Beauty and the Contemporary Sublime,Jeremy Gilbert-Rolfe,3.56,1581150377,9781581150377,12/1/1999,Allworth
A False Mirror (Inspector Ian Rutledge  #9),Charles Todd,4.02,0060786736,9780060786731,1/9/2007,William Morrow
Intimate Communion: Awakening Your Sexual Essence,David Deida/Lorrie Bortner,3.99,155874374X,9781558743748,11/1/1995,Health Communications
Shibumi,Trevanian/Gisela Stege,4.21,1400098033,9781400098033,5/10/2005,Broadway Books
Zora Neale Hurston: Critical Perspectives Past And Present (Amistad Literary Series),Henry Louis Gates Jr./Kwame Anthony Appiah,4.2,1567430287,9781567430288,2/11/2000,Harper Paperbacks
Quiet Days in Clichy,Henry Miller,3.69,080213016X,9780802130167,1/13/1994,Grove Press
Premières Histoires,João Guimarães Rosa,4.33,2864240157,9782864240150,3/31/1995,Métailié
In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov/Jon Krakauer/David  Roberts/Alison Anderson/Валериан Альбанов,4.01,067978361X,9780679783619,9/4/2001,Modern Library
Spencerville,Nelson DeMille,3.67,0751531243,9780751531244,3/1/2008,Sphere
The Regime: Evil Advances  (Before They Were Left Behind  #2),Tim LaHaye/Jerry B. Jenkins,4.11,141430577X,9781414305776,4/1/2006,Tyndale House Publishers
Cities of the Red Night,William S. Burroughs,3.77,0312278462,9780312278465,5/4/2001,Picador
Naked Came the Manatee,Carl Hiaasen/Elmore Leonard/Dave Barry/James W. Hall/Edna Buchanan/Les Standiford/Paul Levine/Brian Antoni/Tananarive Due/John Dufresne/Vicki Hendricks/Carolina Hospital/Evelyn Mayerson,3.48,0449001245,9780449001240,1/20/1998,Ballantine Books
The Stars  Like Dust (Galactic Empire  #1),Isaac Asimov,3.74,0553293435,9780553293432,12/1/1991,Spectra
To the Lighthouse,Virginia Woolf/Mark Hussey,3.78,0156030470,9780156030472,8/1/2005,Mariner Books
Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.17,0385494785,9780385494786,10/19/1999,Anchor Books
The Sillymarillion: An Unauthorized Parody of J.R.R. Tolkien's Classic the Silmarillion,Donald  Lloyd,3.54,1593600259,9781593600259,9/28/2004,Cold Spring Press
Ewan McGregor: From Junkie to Jedi,Brian J. Robb,2.8,0859652769,9780859652766,5/5/1999,Plexus Publishing
Julius Knipl  Real Estate Photographer: The Beauty Supply District,Ben Katchor,4.35,0375700986,9780375700989,8/12/2003,Pantheon
The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,0679745572,9780679745570,9/28/1993,Vintage
Simply Beautiful Beaded Jewelry,Heidi Boyd,3.77,1581807740,9781581807745,3/14/2006,North Light Books
Oracle Bones: A Journey Between China's Past and Present,Peter Hessler,4.18,0060826584,9780060826581,4/25/2006,Harper
Inventing America: Jefferson's Declaration of Independence,Garry Wills,3.93,0618257764,9780618257768,11/14/2002,Mariner Books
Der Golem,Isaac Bashevis Singer,3.75,349175710X,9783491757103,2/1/2001,Patmos
The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,0747566755,9780747566755,11/3/2003,Not Avail
Isaac Newton,James Gleick,3.84,1400032954,9781400032952,6/8/2004,Vintage
Breaking the Maya Code,Michael D. Coe,4.03,0500281335,9780500281338,10/1/1999,Thames  Hudson
Carly's Sound,Ali Vali,4.21,1933110457,9781933110455,6/1/2006,Bold Strokes Books
Myths of Light: Eastern Metaphors of the Eternal (Collected Work),Joseph Campbell/David Kudler,4.43,1577314034,9781577314035,5/16/2003,New World Library
Perfect Girls  Starving Daughters: The Frightening New Normalcy of Hating Your Body,Courtney E. Martin,3.78,0743287967,9780743287968,4/17/2007,Free Press
The Historical Atlas of New York City: A Visual Celebration of Nearly 400 Years of New York City's History,Eric Homberger/Alice Hudson,4.06,0805078428,9780805078428,7/1/2005,Holt Paperbacks
Blind Flight,Hilary H. Milton,3.63,0590321145,9780590321143,12/1/1982,Scholastic
Moral Disorder and Other Stories,Margaret Atwood,3.63,0385503849,9780385503846,10/17/2006,Nan A. Talese
Hell Phone,William Sleator,3.5,0810954796,9780810954793,9/26/2006,Harry N. Abrams
The Cobweb,Neal Stephenson/J. Frederick George,3.61,0553383442,9780553383447,5/31/2005,Spectra Books
The Tutor's First Love,George MacDonald/Michael R. Phillips,4.08,087123596X,9780871235961,7/1/2000,Bethany House Publishers
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,4.14,037581423X,9780375814235,9/11/2001,Knopf Books for Young Readers
The Van,Roddy Doyle,3.94,043620052X,9780436200526,8/4/1991,Secker and Warburg
The Deer in the Wood,Laura Ingalls Wilder/Renée Graef,4.17,0064434982,9780064434980,1/16/1999,HarperCollins
Mandie and the Jumping Juniper (Mandie  #18),Lois Gladys Leppard,3.89,1556612001,9781556612008,2/2/2008,Bethany House Publishers
Zero: The Biography of a Dangerous Idea,Charles Seife,3.96,0285635948,9780285635944,10/12/2000,Souvenir Press
Trauma,Graham Masterton,3.55,0451205553,9780451205551,1/1/2002,Signet
Ragtime,E.L. Doctorow,3.88,0553026003,9780553135428,3/1/1977,Bantam Books
Fullmetal Alchemist: The Abducted Alchemist (Fullmetal Alchemist  #2),Makoto Inoue/Hiromu Arakawa/Alexander O. Smith/Rich Amtower,4.57,1421502224,9781421502229,1/10/2006,VIZ Media LLC
The Puppet and the Dwarf: The Perverse Core of Christianity,Slavoj Žižek,3.85,0262740257,9780262740258,8/29/2003,The MIT Press
I Love Everybody (and Other Atrocious Lies),Laurie Notaro,3.97,0812969006,9780812969009,6/8/2004,Villard Books
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky/John Bayley,4.05,0140449175,9780140449174,1/30/2003,Penguin Books
Conan: Sword of Skelos,Andrew J. Offutt,3.94,0765340216,9780765340214,2/18/2002,Tor Fantasy
Herman Melville: A Biography,Hershel Parker,4.22,0801881854,9780801881855,8/15/2005,Johns Hopkins University Press
Out of this World,J.D. Robb/Laurell K. Hamilton/Susan Krinard/Maggie Shayne,4.07,0515131091,9780515131093,8/1/2001,Jove Books
Boy  Were  We Wrong About Dinosaurs!,Kathleen V. Kudlinski/S.D. Schindler,3.93,0525469788,9780525469780,9/22/2005,Dutton Books for Young Readers
PHP and MySQL for Dummies,Janet Valade,3.55,0764555898,9780764555893,4/9/2004,For Dummies
Lolita,Vladimir Nabokov/John Ray Jr.,3.89,0679723161,9780679723165,6/13/1997,Vintage International
Led Astray (Hellraisers  #1),Erin St. Claire/Sandra Brown,3.76,0778321584,9780778321583,2/22/2005,Mira Books
Cat in the Dark (Joe Grey  #4),Shirley Rousseau Murphy,4.25,0061059471,9780061059476,11/3/1999,Avon
Introduction to Linear Algebra and Differential Equations,John W. Dettman,3.5,0486651916,9780486651910,12/1/1986,Dover Publications
Loveless  Vol. 1: A Kin of Homecoming,Brian Azzarello/Marcelo Frusín,3.32,1401210619,9781401210618,5/1/2006,Vertigo
God Emperor of Dune (Dune Chronicles  #4),Frank Herbert,3.84,0441294677,9780441294671,6/15/1987,Ace Books
Portrait in Death (In Death  #16),J.D. Robb,4.39,0749934425,9780749934422,12/1/2005,Piatkus Books
Family (Firstborn  #4),Karen Kingsbury,4.42,0842387463,9780842387460,10/1/2006,Tyndale House Publishers
The Language Instinct: How the Mind Creates Language,Steven Pinker,4.03,0060958332,9780060958336,11/7/2000,Harper Perennial Modern Classics
The Wise Woman,Philippa Gregory,3.32,0006514642,9780006514640,2/1/2002,HarperCollins Publishers
H.G. Wells' The War of the Worlds (Graphic Novel),Ian Edginton/D'Israeli,3.87,1593074743,9781593074746,4/19/2006,Dark Horse
Lighthousekeeping,Jeanette Winterson,3.85,0156032899,9780156032896,4/3/2006,Mariner Books
Dalit: The Black Untaouchables of India,V.T. Rajshekar/Y.N. Kly,4.2,0932863051,9780932863058,1/28/1995,Clarity Press
Presidential Assassins (History Makers),Patricia D. Netzley,3.6,1560066237,9781560066231,9/1/1999,Lucent Books
Jesus' Son,Denis Johnson,4.09,041377242X,9780413772428,1/23/2007,Methuen Publishing
Notebook of a Return to the Native Land,Aimé Césaire/Annette Smith/Clayton Eshleman,4.09,0819564524,9780819564528,9/24/2001,Wesleyan University Press
Revenge of the Sith (Star Wars: Novelizations  #3),Matthew Woodring Stover/George Lucas,4.14,0345428838,9780345428837,4/2/2005,Lucas Books
Cruelest Journey: Six Hundred Miles To Timbuktu,Kira Salak,3.93,0792274571,9780792274575,11/1/2004,National Geographic Society
The Metaphysical Club,Louis Menand,4.07,0007126905,9780007126903,2/1/2010,HarperCollins Publishers
Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,0307277763,9780307277763,2/13/2001,Vintage International
Thriller: Stories To Keep You Up All Night,James Patterson/Ted Bell/Raelynn Hillhouse/Gregg Hurwitz/Alex Kava/J.A. Konrath/John Lescroart/David Liss/Eric Van Lustbader/Dennis Lynds/Gayle Lynds/Steve Berry/Chris Mooney/David Morrell/Katherine Neville/Michael Palmer/Douglas Preston/Christopher Reich/James Rollins/M.J. Rose/James Siegel/Grant Blackwood/Brad Thor/M. Diane Vogt/F. Paul Wilson/Lee Child/Lincoln Child/David Dun/Heather Graham/James Grippando/Denise Hamilton/David Liparulo/Christopher  Rice,3.5,0778322998,9780778322993,5/30/2006,Mira Books
Bill Bryson: The Complete Notes,Bill Bryson,4.09,038560131X,9780385601313,10/5/2000,Doubleday
Much Obliged  Jeeves,P.G. Wodehouse,4.23,1585675261,9781585675265,4/12/2004,Harry N. Abrams
"How To Meditate: An Anthology Of Talks On Meditation And ""Meditation: The Bridge Is Flowing But The River Is Not""",Frederick P. Lenz,0.0,1932206108,9781932206104,1/1/2004,Frederick P. Lenz Foundation for American Buddhism
Plum Lovin' (Stephanie Plum  #12.5),Janet Evanovich,3.72,0312306342,9780312306342,1/9/2007,St. Martin's Press
Shakespeare's Trollop (Lily Bard  #4),Charlaine Harris,3.87,0425196992,9780425196991,5/4/2004,Berkley
The Christians and the Fall of Rome (Great Ideas),Edward Gibbon,3.56,0143036246,9780143036241,9/6/2005,Penguin
Something Borrowed  Something Blue,Elaine Barbieri/Constance O'Banyon/Evelyn Rogers/Bobbi Smith,3.94,084394725X,9780843947250,6/1/2000,Leisure Books
Explode the Code 1,Nancy Hall,4.37,0838814603,9780838814604,1/1/2001,School Specialty Publishing
Life Management for Busy Woman: Growth and Study Guide,Elizabeth George,4.53,0736910190,9780736910194,7/1/2002,Harvest House Publishers
Madame Je-Sais-Tout,Roger Hargreaves,3.77,2010189140,9782010189142,5/31/1997,Hachette
Magic Seeds,V.S. Naipaul,3.13,0375707271,9780375707278,11/8/2005,Vintage
As You Like It,William Shakespeare,3.83,074348486X,9780743484862,8/23/2011,Simon Schuster
Dead Sleep,Greg Iles,4.05,0451206525,9780451206527,7/2/2002,Berkley Books
Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,9781591169208,5/3/2005,VIZ Media LLC
Transmetropolitan  Vol. 5: Lonely City,Warren Ellis/Darick Robertson/Rodney Ramos/Patrick Stewart,4.41,1563897229,9781563897221,7/1/2001,Vertigo
The Da Vinci Code (Robert Langdon  #2),Dan Brown/Paul Michael,3.84,0739339788,9780739339787,3/28/2006,Random House Audio
